"","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"4484","No","Yes","No",67,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.6,1784.9,"No"
"4921","No","Yes","Yes",71,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.1,1389.6,"No"
"428","No","Yes","Yes",10,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.95,858.6,"No"
"4923","No","Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",59.8,3641.5,"No"
"6693","No","No","No",41,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",74.65,3090.65,"No"
"342","No","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",85.75,6223.8,"No"
"6224","No","Yes","Yes",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69,506.9,"Yes"
"2882","No","Yes","No",31,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Electronic check",64,1910.75,"No"
"3421","No","No","No",26,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",69.5,1800.05,"No"
"3665","No","No","No",4,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",50.8,202.3,"No"
"5283","No","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.2,292.85,"Yes"
"5495","No","No","No",8,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.95,668.4,"Yes"
"4795","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.35,46.35,"No"
"729","Yes","No","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",91.7,2758.15,"Yes"
"768","No","No","No",14,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.4,275.7,"No"
"3897","No","Yes","Yes",38,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.3,749.35,"No"
"5383","No","Yes","Yes",56,"No","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","Yes","Mailed check",52,2884.9,"No"
"4266","Yes","Yes","No",66,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.05,6871.9,"Yes"
"6049","Yes","Yes","No",29,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.45,2653.65,"Yes"
"2887","No","No","No",60,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.95,6236.75,"No"
"1088","No","No","No",32,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",87.65,2766.4,"No"
"2942","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",97.95,7114.25,"No"
"282","No","No","No",10,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",51.2,498.25,"No"
"4586","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.05,85.05,"Yes"
"3546","No","No","No",50,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.7,4729.75,"No"
"2994","No","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.4,20.4,"No"
"6843","No","No","No",13,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",19.95,257,"No"
"5993","No","Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)",72.45,4653.85,"Yes"
"2446","No","Yes","Yes",27,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",74.4,1972.35,"No"
"4020","No","No","No",14,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.55,1415.55,"Yes"
"1283","No","No","No",1,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",62.8,62.8,"No"
"6308","No","No","No",32,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.9,601.55,"No"
"81","No","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.35,79.35,"Yes"
"1501","No","No","No",37,"No","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",40.2,1478.85,"No"
"1167","No","No","No",5,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",53.8,283.95,"No"
"647","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.7,45.7,"Yes"
"2368","No","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.55,85.55,"Yes"
"323","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.8,44.8,"No"
"833","No","Yes","Yes",70,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",74.1,5222.3,"No"
"4926","No","Yes","No",64,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",108.5,6880.85,"No"
"483","Yes","No","No",20,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.45,1671.6,"No"
"171","No","Yes","No",43,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",84.25,3539.25,"No"
"3452","Yes","Yes","No",65,"Yes","No","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",70.95,4555.2,"No"
"1966","No","No","No",24,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",49.55,1210.4,"Yes"
"5950","No","No","No",68,"No","No","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","No","Electronic check",44.95,3085.35,"No"
"3735","Yes","No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",108.1,7774.05,"No"
"6491","No","No","No",26,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.4,525.55,"No"
"3063","Yes","Yes","No",24,"No","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",34.25,828.2,"No"
"4127","No","Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,122.9,"No"
"5987","Yes","No","No",11,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",79.15,827.7,"No"
"736","No","Yes","Yes",32,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",50.6,1653.45,"No"
"2694","No","No","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.3,1414.8,"No"
"5881","No","No","No",3,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",29.6,79.45,"Yes"
"3687","No","No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75,999.45,"Yes"
"6060","No","No","No",39,"No","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",40.3,1630.4,"No"
"2203","Yes","Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.1,467.55,"Yes"
"1612","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",90.95,6468.6,"No"
"1091","No","No","No",51,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",107.45,5680.9,"No"
"5582","No","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",113.15,7856,"Yes"
"6162","No","No","No",7,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",74.35,533.6,"No"
"5479","No","Yes","No",52,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",106.3,5487,"No"
"3703","Yes","No","No",20,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",79.15,1520.9,"Yes"
"3053","No","Yes","No",37,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",55.05,2030.75,"No"
"621","Yes","Yes","Yes",10,"No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",34.55,362.6,"No"
"1045","No","No","No",8,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",54.25,447.75,"No"
"3932","No","Yes","No",25,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",71.05,1837.7,"No"
"3141","No","No","No",14,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",76.45,1117.55,"No"
"2105","No","Yes","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.2,627.4,"Yes"
"553","No","Yes","Yes",55,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.35,1153.25,"No"
"5375","No","No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.75,799.65,"Yes"
"331","No","Yes","Yes",35,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.85,739.35,"No"
"2671","No","Yes","Yes",51,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","No","One year","Yes","Mailed check",95.15,5000.05,"No"
"3158","No","No","No",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.95,431,"Yes"
"1875","No","Yes","No",43,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.45,3574.5,"No"
"5149","No","Yes","No",65,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Electronic check",99.35,6347.55,"No"
"2549","Yes","No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",69.95,562.7,"No"
"6036","Yes","Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",110.85,7491.75,"Yes"
"5334","No","Yes","Yes",13,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",88.35,1222.8,"Yes"
"6590","No","Yes","No",68,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.8,1911.5,"No"
"5005","No","Yes","No",64,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.15,6953.4,"No"
"4095","No","No","No",1,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Electronic check",74,74,"No"
"4636","No","Yes","Yes",40,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.15,777.35,"No"
"4552","No","Yes","Yes",56,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",96.95,5432.2,"No"
"5772","No","No","No",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.4,266.6,"No"
"3393","No","Yes","Yes",58,"Yes","No","DSL","No","No","No","No","No","No","One year","Yes","Mailed check",44.1,2413.05,"No"
"1702","No","Yes","Yes",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",102.45,6615.15,"Yes"
"1247","No","Yes","Yes",45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.15,4730.9,"No"
"6676","No","No","No",36,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",70.7,2511.95,"No"
"1480","No","No","No",44,"No","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",49.05,2265,"No"
"1081","No","No","No",32,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",20.05,614.45,"No"
"4265","Yes","No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.45,4863.85,"No"
"6526","No","Yes","Yes",55,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.5,1177.95,"No"
"6362","No","No","No",7,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",62.8,418.3,"No"
"4388","No","No","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.25,20.25,"No"
"6749","Yes","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85,85,"Yes"
"2018","No","Yes","No",38,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.4,743.5,"No"
"2878","No","Yes","Yes",61,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.15,6010.05,"Yes"
"2461","No","Yes","Yes",48,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.55,883.35,"No"
"1882","No","No","No",26,"No","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",44.65,1156.55,"No"
"1687","No","Yes","Yes",26,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",60.05,1616.15,"Yes"
"1215","No","No","No",19,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",86,1532.45,"Yes"
"5022","No","Yes","Yes",23,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","One year","No","Credit card (automatic)",81.85,1810.85,"No"
"30","No","No","Yes",17,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",64.7,1093.1,"Yes"
"4837","No","No","No",25,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",78.35,1837.9,"No"
"4078","Yes","Yes","Yes",14,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.8,1346.3,"No"
"1420","No","Yes","Yes",63,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.15,1177.05,"No"
"5698","No","Yes","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",109.5,7674.55,"Yes"
"6971","No","No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.35,265.35,"Yes"
"4454","No","Yes","No",10,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.5,1037.75,"Yes"
"6991","No","Yes","No",36,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.6,3366.05,"No"
"3855","No","Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",109.65,5405.8,"No"
"6043","Yes","Yes","No",37,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.6,727.8,"No"
"3057","No","Yes","Yes",50,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.5,3486.65,"No"
"3732","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.8,146.65,"No"
"3268","No","Yes","Yes",47,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.05,951.55,"No"
"4620","No","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.65,251.75,"Yes"
"2227","No","Yes","Yes",23,"No","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Mailed check",34.6,813.45,"No"
"903","No","No","No",17,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",93.85,1625.65,"Yes"
"4694","No","No","Yes",52,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.6,1334.5,"No"
"4285","Yes","No","No",32,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",90.95,2897.95,"No"
"5940","No","No","No",18,"No","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",33.6,550.35,"No"
"3570","No","No","No",17,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.95,310.6,"No"
"3518","No","Yes","No",70,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.5,7534.65,"Yes"
"6170","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.9,44.9,"Yes"
"2258","No","No","No",60,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",80.55,4847.05,"No"
"6283","No","Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.55,68.8,"No"
"6751","No","No","No",43,"No","No","DSL","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",35.2,1463.7,"No"
"6885","No","Yes","No",3,"No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",35.15,99.75,"Yes"
"4373","No","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",20.15,20.15,"No"
"4647","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.7,70.7,"No"
"1708","Yes","No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",73.85,196.4,"No"
"3520","Yes","No","No",43,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.85,3645.6,"No"
"6469","No","Yes","No",14,"Yes","No","DSL","No","No","No","No","No","No","One year","No","Electronic check",44.6,641.25,"No"
"4566","No","Yes","No",71,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",66.8,4689.15,"No"
"1500","Yes","Yes","No",64,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.25,6081.4,"No"
"5168","No","Yes","No",57,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.35,4124.65,"No"
"575","Yes","Yes","No",28,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.85,3204.4,"No"
"6852","No","Yes","Yes",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",94.9,3616.25,"No"
"7004","No","No","No",26,"No","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",35.75,1022.5,"No"
"775","No","Yes","No",33,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",95.8,3036.75,"Yes"
"1520","No","No","No",2,"No","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",42.6,72.4,"Yes"
"1797","No","Yes","No",23,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",73.65,1642.75,"No"
"1686","Yes","Yes","No",27,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.55,1943.9,"No"
"1990","No","Yes","Yes",35,"No","No","DSL","Yes","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",46.35,1662.05,"No"
"1397","No","No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.05,6254.2,"Yes"
"222","No","Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.75,1836.9,"No"
"3233","No","Yes","Yes",36,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",53.65,1939.35,"No"
"1616","No","Yes","No",49,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",20.05,923.1,"No"
"397","Yes","Yes","No",33,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",109.9,3694.7,"No"
"5769","No","Yes","No",44,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",90.65,3974.15,"No"
"4914","No","No","Yes",14,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",76.1,1054.8,"No"
"2569","No","Yes","Yes",15,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.35,278.85,"No"
"5869","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44,44,"No"
"4487","No","No","No",61,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",89.2,5500.6,"No"
"4435","No","Yes","No",16,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",90.7,1374.9,"No"
"2554","Yes","No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.2,37.2,"No"
"1850","No","No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.55,402.6,"Yes"
"2623","Yes","Yes","Yes",28,"Yes","Yes","DSL","No","No","No","No","No","No","One year","Yes","Electronic check",51,1381.8,"No"
"6599","No","No","No",57,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",74.3,4166.35,"No"
"1455","No","Yes","Yes",29,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.65,654.85,"No"
"6334","Yes","No","No",60,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",106,6441.4,"Yes"
"6158","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.85,64.55,"Yes"
"2768","No","No","Yes",46,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.8,3958.85,"No"
"5012","Yes","Yes","No",43,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.5,4156.8,"No"
"1844","No","Yes","Yes",71,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.7,1415.85,"No"
"5487","No","No","No",54,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",87.1,4735.2,"No"
"2009","No","No","Yes",4,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",87.1,341.45,"Yes"
"6650","No","Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.85,138.85,"No"
"5394","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.6,70.6,"Yes"
"1944","No","No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",49.8,49.8,"No"
"2969","No","No","No",3,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Electronic check",90.4,268.45,"No"
"5627","No","No","No",11,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",64.05,733.95,"No"
"3449","No","Yes","Yes",4,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",61.45,229.55,"Yes"
"2656","No","No","Yes",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Mailed check",89.6,365.65,"Yes"
"4474","Yes","Yes","No",26,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.1,2510.7,"No"
"5879","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",21.2,52.05,"No"
"1143","Yes","Yes","Yes",11,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.2,775.3,"No"
"5805","No","Yes","Yes",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",23.9,1663.5,"No"
"1976","No","No","No",21,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.6,390.4,"No"
"99","No","No","No",52,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",21,1107.2,"No"
"3841","Yes","Yes","No",64,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.65,1740.8,"No"
"1556","No","Yes","No",53,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",106.1,5769.75,"Yes"
"4844","No","Yes","Yes",69,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.2,1376.5,"No"
"5322","No","Yes","No",69,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",106.4,7251.9,"No"
"5615","No","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",85.5,5696.6,"No"
"67","No","Yes","No",47,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Electronic check",78.9,3650.35,"No"
"5525","No","Yes","Yes",45,"Yes","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",54.65,2553.7,"No"
"4557","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",67.75,116.65,"Yes"
"2602","No","Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",98.65,7129.45,"No"
"4542","Yes","No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.55,50.55,"Yes"
"3206","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",117.6,8308.9,"No"
"4721","Yes","No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",102.1,6688.1,"No"
