"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude"
"1017","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,8092,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Very_Good",1954,2000,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,226,1050,"GasA","Excellent","Y","SBrkr",1050,0,0,1050,1,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd","RFn",1,286,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Abnorml",156000,-93.618481,42.040745
"1018","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",66,12778,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1952,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","GLQ",3,"Unf",0,350,1008,"GasA","Excellent","Y","FuseA",1008,0,0,1008,1,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Attchd","RFn",1,280,"Typical","Typical","Paved",0,154,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,1,2006,"WD ","Normal",139500,-93.617225,42.039447
"1019","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,11050,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","LwQ",4,"Unf",0,517,1005,"GasA","Excellent","Y","SBrkr",1005,0,0,1005,0,0,1,0,2,1,"Typical",6,"Typ",1,"Typical","Attchd","Unf",1,319,"Typical","Typical","Paved",0,0,0,0,288,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",133500,-93.613491,42.038602
"1020","Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",94,22136,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","TwoFmCon","One_and_Half_Fin","Average","Average",1925,1975,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Fair","CBlock","Typical","Typical","Mn","GLQ",3,"Unf",0,1153,2171,"GasA","Typical","Y","SBrkr",1392,1248,0,2640,2,0,2,1,5,1,"Typical",10,"Maj1",1,"Good","Attchd","RFn",3,1008,"Typical","Typical","Dirt_Gravel",631,48,148,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",180000,-93.620354,42.034934
"1021","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,10410,"Pave","Gravel","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Artery","Norm","OneFam","One_and_Half_Fin","Fair","Below_Average",1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","PConc","Typical","Typical","No","Unf",7,"Unf",0,672,672,"GasA","Typical","Y","SBrkr",694,520,0,1214,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",3,936,"Typical","Typical","Paved",216,0,160,0,0,0,"No_Pool","Minimum_Privacy","None",0,1,2006,"WD ","Family",105000,-93.614049,42.034574
"1022","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,10800,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Average","Very_Good",1936,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Fair","Typical","No","ALQ",1,"Unf",0,170,796,"GasA","Good","Y","SBrkr",1096,370,0,1466,0,1,2,0,3,1,"Good",7,"Min1",1,"Typical","Attchd","Unf",2,566,"Typical","Typical","Paved",436,21,0,0,0,0,"No_Pool","No_Fence","Shed",500,4,2006,"WD ","Normal",170000,-93.613899,42.034761
"1023","Split_or_Multilevel","Residential_Low_Density",85,13400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Average","Average",1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1047,"Typical","Typical","CBlock","Typical","Typical","Av","ALQ",1,"BLQ",128,380,1024,"GasA","Typical","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"Typical",6,"Typ",1,"Good","Attchd","RFn",2,484,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Wood","None",0,6,2006,"WD ","Normal",159950,-93.608984,42.040811
"1024","Split_or_Multilevel","Residential_Low_Density",83,10184,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Average",1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",379,"Typical","Typical","CBlock","Typical","Typical","Av","ALQ",1,"Unf",0,503,1083,"GasA","Typical","Y","SBrkr",1146,0,0,1146,0,1,1,0,3,1,"Typical",6,"Typ",1,"Good","Attchd","Unf",1,294,"Typical","Typical","Paved",345,75,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",165000,-93.607582,42.040105
"1025","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",77,9786,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Good",1962,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,312,912,"GasA","Typical","Y","SBrkr",1085,649,0,1734,0,0,1,1,3,1,"Good",7,"Typ",1,"Good","Attchd","RFn",2,440,"Typical","Typical","Paved",0,0,0,0,128,0,"No_Pool","Good_Privacy","None",0,6,2006,"WD ","Normal",159000,-93.60942,42.040081
"1026","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,7332,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1959,1959,"Gable","CompShg","WdShing","Wd Shng","BrkFace",207,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,450,864,"GasA","Excellent","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"Good",4,"Typ",0,"No_Fireplace","Attchd","Unf",1,288,"Typical","Typical","Paved",168,0,0,0,0,0,"No_Pool","No_Fence","None",0,10,2006,"WD ","Abnorml",120000,-93.608422,42.038497
"1027","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",47,16321,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1957,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","Gd","BLQ",2,"Unf",0,207,1484,"GasA","Typical","Y","SBrkr",1600,0,0,1600,1,0,1,0,2,1,"Typical",6,"Typ",2,"Good","Attchd","RFn",1,319,"Typical","Typical","Paved",288,258,0,0,0,0,"No_Pool","No_Fence","None",0,12,2006,"WD ","Normal",207500,-93.605727,42.03902
"1028","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,12144,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_and_Half_Fin","Below_Average","Above_Average",1950,1950,"Gable","CompShg","BrkComm","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,455,910,"GasA","Good","Y","SBrkr",910,611,0,1521,0,0,1,1,3,1,"Good",6,"Min2",0,"No_Fireplace","Detchd","Unf",1,597,"Fair","Typical","Paved",199,0,168,0,0,0,"No_Pool","No_Fence","None",0,9,2006,"WD ","Normal",147500,-93.609054,42.036098
"1029","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,10800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_and_Half_Fin","Below_Average","Below_Average",1949,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,720,720,"GasA","Typical","N","FuseA",720,472,0,1192,0,0,1,1,4,1,"Typical",6,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,12,2006,"WD ","Abnorml",135000,-93.610503,42.035782
"1030","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,7560,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","LwQ",4,"Unf",0,671,1040,"GasA","Typical","Y","FuseA",1040,0,0,1040,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","RFn",1,286,"Typical","Typical","Paved",140,0,252,0,0,0,"No_Pool","Good_Wood","None",0,7,2006,"WD ","Normal",133700,-93.606743,42.036053
"1031","Duplex_All_Styles_and_Ages","Residential_Low_Density",60,8544,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Fair","Below_Average",1950,1950,"Gable","CompShg","BrkFace","Stone","None",0,"Typical","Typical","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"Wall","Fair","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",2,400,"Typical","Fair","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,12,2006,"WD ","Normal",81400,-93.609053,42.034805
"1032","Duplex_All_Styles_and_Ages","Residential_Low_Density",60,8544,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Fair","Below_Average",1950,1950,"Gable","CompShg","Stucco","Stone","None",0,"Typical","Typical","CBlock","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Good","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",2,400,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",93500,-93.609053,42.034662
"1033","Duplex_All_Styles_and_Ages","Residential_Low_Density",75,8512,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Average","Average",1960,1960,"Hip","CompShg","BrkFace","BrkFace","None",0,"Typical","Typical","CBlock","Typical","Fair","No","Unf",7,"Unf",0,1556,1556,"GasA","Typical","Y","SBrkr",1556,0,0,1556,0,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,9,2006,"WD ","Normal",119000,-93.606892,42.034829
"1034","Split_Foyer","Residential_Low_Density",69,10205,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SFoyer","Average","Average",1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","Av","BLQ",2,"Unf",0,141,925,"GasA","Typical","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","Unf",1,300,"Typical","Typical","Paved",150,72,0,0,0,0,"No_Pool","No_Fence","None",0,5,2006,"WD ","Normal",134500,-93.605839,42.03548
"1035","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,7000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Artery","Norm","OneFam","One_Story","Average","Above_Average",1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,396,864,"GasA","Good","Y","SBrkr",864,0,0,864,0,1,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd","Unf",1,336,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Wood","None",0,2,2006,"WD ","Normal",105000,-93.604568,42.034753
"1036","Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",70,7000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Artery","Norm","TwoFmCon","SFoyer","Average","Average",1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","Av","ALQ",1,"Unf",0,72,1025,"GasA","Typical","Y","SBrkr",1025,0,0,1025,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",96,80,0,0,0,0,"No_Pool","No_Fence","None",0,3,2006,"WD ","Normal",124000,-93.6050674,42.0345614
"1037","Two_Story_1945_and_Older","Residential_Medium_Density",62,9856,"Pave","Gravel","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Average","Very_Good",1900,2005,"Hip","CompShg","CemntBd","CmentBd","None",0,"Good","Good","PConc","Fair","Typical","No","Unf",7,"Unf",0,716,716,"GasA","Excellent","Y","FuseA",1007,1007,0,2014,0,0,2,0,5,1,"Typical",8,"Typ",0,"No_Fireplace","Detchd","Unf",2,624,"Typical","Typical","Paved",0,72,167,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",169000,-93.618539,42.033267
"1038","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,9600,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Average","Above_Average",1948,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",264,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,936,1212,"GasA","Good","Y","FuseA",1226,442,0,1668,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",1,240,"Typical","Typical","Paved",0,0,140,0,0,0,"No_Pool","No_Fence","None",0,5,2006,"WD ","Normal",135000,-93.617164,42.033385
"1039","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,9600,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Very_Good",1900,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Rec",6,"Unf",0,399,780,"GasA","Excellent","Y","SBrkr",940,476,0,1416,0,1,1,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Detchd","Unf",2,400,"Typical","Typical","Paved",0,24,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",156500,-93.617139,42.032346
"1040","Two_Story_1945_and_Older","Residential_Medium_Density",60,9600,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Good","Good",1925,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Good","No","LwQ",4,"Unf",0,712,728,"GasA","Excellent","Y","SBrkr",832,809,0,1641,0,1,1,1,3,1,"Excellent",6,"Typ",1,"Good","Detchd","Unf",2,546,"Fair","Typical","Paved",0,0,234,0,0,0,"No_Pool","No_Fence","None",0,8,2006,"WD ","Normal",178000,-93.618489,42.03139
"1041","Two_Story_1945_and_Older","Residential_Medium_Density",66,3960,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Good","Very_Good",1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,502,502,"GasA","Typical","N","SBrkr",502,502,0,1004,0,0,1,0,2,1,"Good",5,"Typ",1,"Poor","Detchd","Unf",1,200,"Fair","Typical","Dirt_Gravel",280,0,68,0,0,0,"No_Pool","Minimum_Privacy","None",0,7,2006,"WD ","Normal",105000,-93.615681,42.031347
"1042","One_Story_1945_and_Older","Residential_Medium_Density",70,5684,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Above_Average","Very_Good",1930,2005,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,813,813,"GasA","Excellent","Y","FuseA",813,0,0,813,0,0,1,0,2,1,"Good",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,270,"Fair","Fair","Dirt_Gravel",0,113,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",110000,-93.618799,42.03121
"1043","Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",56,7745,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","TwoFmCon","One_and_Half_Fin","Below_Average","Above_Average",1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","Typical","PConc","Typical","Typical","No","Unf",7,"Unf",0,938,938,"GasA","Good","N","SBrkr",1084,867,0,1951,0,0,2,0,4,2,"Fair",9,"Typ",0,"No_Fireplace","Detchd","Unf",2,576,"Typical","Typical","Partial_Pavement",0,6,28,0,0,0,"No_Pool","No_Fence","None",0,4,2006,"WD ","Normal",111500,-93.618335,42.030396
"1044","One_Story_1945_and_Older","Residential_Medium_Density",56,7741,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Above_Average","Average",1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Fair","No","BLQ",2,"Rec",72,817,1032,"GasA","Good","N","FuseA",1032,0,0,1032,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,280,"Typical","Typical","Paved",0,0,112,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2006,"COD","Abnorml",108000,-93.618334,42.030463
"1045","One_Story_1945_and_Older","Residential_Medium_Density",50,5633,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Average","Good",1925,1950,"Gable","CompShg","MetalSd","Stucco","None",0,"Typical","Typical","BrkTil","Typical","Fair","No","Unf",7,"Unf",0,844,844,"GasA","Typical","Y","SBrkr",844,0,0,844,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,216,"Typical","Typical","Dirt_Gravel",50,81,123,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",111500,-93.615638,42.031196
"1046","One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",60,7200,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Below_Average","Average",1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,576,576,"GasA","Excellent","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","RFn",1,528,"Typical","Typical","Paved",0,0,0,0,115,0,"No_Pool","No_Fence","None",0,8,2006,"COD","Normal",105000,-93.6145858,42.0330459
"1047","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",40,4400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Very_Good",1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,"Typical","Typical","BrkTil","Fair","Typical","No","Unf",7,"Unf",0,648,648,"GasA","Typical","Y","FuseA",734,384,0,1118,0,0,1,0,2,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",2,440,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,10,2006,"WD ","Normal",116000,-93.614615,42.032305
"1048","Two_Story_1945_and_Older","Residential_Medium_Density",42,7614,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Mod","Old_Town","Norm","Norm","OneFam","Two_Story","Fair","Average",1905,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Fair","Mn","Unf",7,"Unf",0,738,738,"GasA","Good","Y","FuseA",714,662,0,1376,0,0,1,0,2,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd","Unf",1,216,"Typical","Typical","Dirt_Gravel",0,0,104,0,225,0,"No_Pool","No_Fence","None",0,3,2006,"WD ","Normal",96900,-93.613905,42.030267
"1049","One_Story_1945_and_Older","Residential_Medium_Density",52,7830,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Fair","Average",1921,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Typical","Typical","BrkTil","Fair","Typical","No","LwQ",4,"Unf",0,76,492,"GasA","Typical","Y","SBrkr",492,0,0,492,1,0,1,0,1,1,"Typical",3,"Typ",0,"No_Fireplace","Detchd","Unf",1,200,"Fair","Typical","Dirt_Gravel",0,0,78,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",61500,-93.610354,42.031964
"1050","Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",69,9142,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","TwoFmCon","Two_Story","Above_Average","Very_Good",1910,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Typical","Fair","Stone","Fair","Typical","No","Unf",7,"Unf",0,1020,1020,"GasA","Good","N","FuseP",908,1020,0,1928,0,0,2,0,4,2,"Fair",9,"Typ",0,"No_Fireplace","Detchd","Unf",1,440,"Poor","Poor","Paved",0,60,112,0,0,0,"No_Pool","No_Fence","None",0,4,2006,"WD ","Normal",137000,-93.618293,42.029142
"1051","Two_and_Half_Story_All_Ages","Residential_Medium_Density",70,6300,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","Two_and_Half_Unf","Good","Above_Average",1910,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,1226,1226,"GasA","Excellent","Y","SBrkr",1226,878,0,2104,0,0,2,0,5,1,"Typical",9,"Typ",0,"No_Fireplace","Detchd","Unf",2,432,"Fair","Typical","Partial_Pavement",0,341,88,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",155000,-93.615361,42.028951
"1052","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",63,5000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Average","Below_Average",1900,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,540,540,"GasA","Good","N","FuseA",889,551,0,1440,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","Unf",1,352,"Fair","Typical","Paved",0,0,77,0,0,0,"No_Pool","No_Fence","None",0,4,2006,"WD ","Normal",79000,-93.615365,42.029281
"1053","Two_and_Half_Story_All_Ages","Residential_Medium_Density",65,8850,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","Two_and_Half_Unf","Good","Above_Average",1916,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,815,815,"GasA","Excellent","Y","SBrkr",815,875,0,1690,0,0,1,0,3,1,"Typical",7,"Typ",1,"Good","Detchd","Unf",1,225,"Typical","Typical","Paved",0,0,330,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"ConLw","Normal",144000,-93.615337,42.027953
"1054","One_Story_1945_and_Older","Residential_Medium_Density",84,11340,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Above_Average","Average",1923,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,1200,1200,"GasA","Typical","Y","FuseA",1200,0,0,1200,0,0,1,0,4,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd","Unf",1,312,"Fair","Fair","Paved",0,0,228,0,0,0,"No_Pool","No_Fence","None",0,3,2006,"WD ","Family",125000,-93.608901,42.028963
"1055","Two_and_Half_Story_All_Ages","Residential_Medium_Density",90,22950,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","Two_and_Half_Fin","Very_Excellent","Excellent",1892,1993,"Gable","WdShngl","Wd Sdng","Wd Sdng","None",0,"Good","Good","BrkTil","Typical","Typical","Mn","Unf",7,"Unf",0,1107,1107,"GasA","Excellent","Y","SBrkr",1518,1518,572,3608,0,0,2,1,4,1,"Excellent",12,"Typ",2,"Typical","Detchd","Unf",3,840,"Excellent","Typical","Paved",0,260,0,0,410,0,"No_Pool","Good_Privacy","None",0,6,2006,"WD ","Normal",475000,-93.610438,42.029025
"1056","One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",65,9750,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Average","Average",1958,1958,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,960,960,"GasA","Excellent","Y","SBrkr",960,0,0,960,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",2,624,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","Gar2",4500,7,2006,"WD ","Normal",125000,-93.606195,42.0272703
