"","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"6178","No","No","No",4,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",54.3,195.3,"Yes"
"6180","Yes","No","No",11,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.15,997.65,"Yes"
"6186","No","Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.95,5231.3,"No"
"6187","No","Yes","No",47,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",110.85,5275.8,"Yes"
"6189","No","No","No",18,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,358.5,"No"
"6192","Yes","No","No",42,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",55.65,2421.75,"No"
"6193","Yes","No","No",18,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.7,1294.6,"No"
"6194","No","No","Yes",13,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",104.15,1299.1,"No"
"6197","No","No","No",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",110.05,7430.75,"No"
"6199","No","Yes","Yes",25,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.5,630.6,"No"
"6200","Yes","No","No",43,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89.55,3856.75,"Yes"
"6201","No","Yes","Yes",59,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.5,1222.65,"No"
"6205","No","No","No",13,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.15,331.85,"No"
"6206","No","Yes","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",95.25,3959.35,"Yes"
"6213","No","No","No",15,"No","No","DSL","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",50.75,688.2,"No"
"6215","No","No","No",44,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.05,845.25,"No"
"6219","No","Yes","Yes",70,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",58.4,4113.15,"No"
"6223","No","No","No",66,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",89.4,5976.9,"No"
"6225","No","Yes","Yes",51,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",84.2,4299.75,"No"
"6227","No","No","No",65,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.75,1654.75,"No"
"6229","No","No","Yes",70,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",64.95,4551.5,"No"
"6232","Yes","Yes","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",76.4,76.4,"Yes"
"6234","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.7,57.5,"No"
"6235","No","No","No",58,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.3,1474.35,"No"
"6236","Yes","Yes","Yes",22,"No","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","No","Mailed check",40.05,880.2,"Yes"
"6238","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.95,69.95,"Yes"
"6241","No","No","Yes",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.3,93.3,"Yes"
"6242","No","No","No",3,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",49.15,169.05,"Yes"
"6244","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",83.6,5959.3,"No"
"6245","Yes","Yes","No",54,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.05,5295.7,"No"
"6247","No","No","No",54,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Bank transfer (automatic)",65.3,3512.9,"No"
"6248","No","No","No",60,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Electronic check",89.55,5231.2,"No"
"6249","No","Yes","No",60,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",60.8,3603.45,"No"
"6253","No","Yes","Yes",50,"No","No","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",39.45,2021.35,"No"
"6256","Yes","Yes","No",69,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",110.55,7610.1,"No"
"6258","Yes","No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",73,73,"Yes"
"6259","No","Yes","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.9,45.75,"No"
"6261","No","No","No",13,"No","No","DSL","No","No","Yes","Yes","No","No","Two year","No","Mailed check",35.4,450.4,"No"
"6262","No","Yes","Yes",62,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.45,1297.35,"No"
"6268","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.1,70.1,"Yes"
"6269","No","No","No",22,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.85,450.65,"No"
"6271","No","Yes","Yes",29,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.2,558.8,"No"
"6273","No","No","Yes",54,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",61,3283.05,"No"
"6277","No","Yes","Yes",15,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",20.35,335.95,"No"
"6278","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.35,33.2,"Yes"
"6282","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.6,116.6,"No"
"6288","No","No","No",26,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.95,2254.2,"Yes"
"6289","No","No","No",2,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.45,145.15,"No"
"6295","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.7,19.7,"Yes"
"6297","Yes","Yes","No",31,"No","No","DSL","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",50.4,1580.1,"No"
"6304","No","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",109.25,7707.7,"No"
"6306","Yes","No","No",26,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",95,2497.2,"Yes"
"6309","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.35,139.25,"No"
"6314","No","No","No",2,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.85,197.7,"Yes"
"6315","No","No","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.85,401.3,"No"
"6316","No","Yes","Yes",48,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)",70.1,3238.4,"No"
"6318","No","No","No",1,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.15,79.15,"Yes"
"6322","No","Yes","No",30,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.65,655.85,"Yes"
"6324","No","No","No",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.95,4335.2,"No"
"6326","No","Yes","Yes",17,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",91.85,1574.45,"Yes"
"6330","No","No","No",46,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.4,4904.2,"No"
"6331","No","Yes","No",23,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",90.15,2044.95,"No"
"6332","No","Yes","Yes",47,"No","No","DSL","Yes","No","Yes","Yes","No","No","One year","No","Electronic check",40.3,1794.8,"No"
"6333","No","Yes","Yes",68,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.25,7173.15,"No"
"6335","No","No","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",104,7039.05,"No"
"6337","No","Yes","Yes",57,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.3,4018.35,"No"
"6339","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.25,20.25,"No"
"6348","No","Yes","No",15,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",68.6,1108.6,"No"
"6352","No","Yes","Yes",50,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.7,5071.05,"Yes"
"6355","No","Yes","No",61,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",93.7,5860.7,"No"
"6356","No","No","No",68,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.25,7279.35,"No"
"6357","No","No","No",10,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",98.9,1064.95,"No"
"6359","No","Yes","Yes",72,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.45,5886.85,"No"
"6360","No","Yes","Yes",55,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",79.4,4238.45,"No"
"6363","No","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.9,136.05,"No"
"6364","No","No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.85,708.2,"No"
"6366","Yes","Yes","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.95,700.85,"Yes"
"6372","No","No","No",24,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.15,553,"No"
"6373","No","Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.5,96.85,"No"
"6374","No","Yes","Yes",44,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",92.95,4122.9,"No"
"6375","No","Yes","Yes",72,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",20.7,1482.3,"No"
"6376","No","No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.3,74.3,"Yes"
"6381","Yes","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.35,6578.55,"No"
"6385","No","Yes","No",10,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.1,184.4,"No"
"6390","No","Yes","Yes",58,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.55,1079.65,"No"
"6392","No","Yes","Yes",38,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",78.95,2862.55,"No"
"6394","No","No","No",26,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",92.4,2349.8,"No"
"6395","No","No","No",8,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",58.2,469.25,"No"
"6398","Yes","No","No",54,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",65.25,3529.95,"No"
"6404","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.6,8337.45,"No"
"6405","No","No","No",52,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",109.3,5731.4,"No"
"6406","Yes","No","No",60,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",101.4,6176.6,"No"
"6407","No","No","No",39,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",50.65,1905.4,"No"
"6409","No","No","No",69,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",106.5,7348.8,"Yes"
"6422","No","No","No",21,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",71.05,1524.85,"No"
"6427","No","No","No",41,"Yes","No","DSL","No","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",50.05,2029.05,"No"
"6428","No","No","No",41,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.15,802.35,"No"
"6430","No","Yes","Yes",67,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",69.35,4653.25,"No"
"6431","No","Yes","Yes",16,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.35,275.9,"No"
"6435","No","No","No",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",50.5,50.5,"Yes"
"6436","No","Yes","Yes",52,"No","No","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",50.2,2554,"No"
"6439","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,74.4,"Yes"
"6444","No","No","No",9,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.5,150.35,"No"
"6447","Yes","Yes","Yes",58,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",89.85,5125.75,"No"
"6449","No","No","No",58,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",104.65,6219.6,"Yes"
"6452","Yes","Yes","Yes",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",116.25,7862.25,"No"
"6454","Yes","Yes","No",47,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,4871.05,"Yes"
"6456","No","Yes","No",59,"No","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",44.3,2666.75,"No"
"6460","Yes","Yes","No",51,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",29.45,1459.35,"No"
"6462","No","Yes","No",49,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.3,4297.95,"No"
"6467","No","No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",74.15,1387,"No"
"6468","No","No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.05,786.3,"No"
"6473","No","Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Bank transfer (automatic)",94.15,5811.8,"No"
"6476","No","No","Yes",19,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",75.9,1375.6,"No"
"6480","No","No","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",55,55,"Yes"
"6481","No","No","Yes",13,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",53.45,718.1,"No"
"6485","No","No","No",37,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",90.6,3358.65,"No"
"6488","No","Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",94.35,5703,"No"
"6489","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.5,69.5,"Yes"
"6490","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",18.85,18.85,"Yes"
"6492","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.2,69.2,"Yes"
"6494","No","Yes","No",17,"No","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",54.6,934.8,"No"
"6495","No","No","Yes",26,"No","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",29.8,786.5,"No"
"6498","No","No","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.05,5364.8,"No"
"6501","No","No","No",21,"No","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Mailed check",35.1,770.4,"No"
"6503","No","Yes","Yes",44,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",56.25,2419.55,"No"
"6508","No","Yes","Yes",58,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.4,5435.6,"Yes"
"6510","Yes","Yes","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.05,25.05,"Yes"
"6512","No","Yes","Yes",63,"Yes","No","DSL","Yes","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",50.65,3221.25,"No"
"6515","No","Yes","No",72,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",64.7,4746.05,"No"
"6516","No","No","No",29,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.1,712.85,"Yes"
"6517","No","No","Yes",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",48.95,48.95,"Yes"
"6519","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.3,45.3,"Yes"
"6521","No","No","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85.85,167.3,"Yes"
"6527","No","No","Yes",49,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.6,5069.65,"Yes"
"6529","No","Yes","Yes",70,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.35,1458.1,"No"
"6536","No","No","No",35,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",102.35,3626.1,"Yes"
"6540","No","Yes","No",26,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",73.05,1959.5,"No"
"6542","No","No","Yes",19,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.5,398.55,"No"
"6547","No","No","No",24,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.15,1275.7,"No"
"6548","Yes","Yes","No",68,"No","No","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Electronic check",41.95,2965.75,"No"
"6552","No","Yes","No",63,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",96,6109.75,"No"
"6554","No","Yes","Yes",61,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",61.45,3751.15,"No"
"6557","No","Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19,105.5,"No"
"6563","Yes","Yes","No",14,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,1369.8,"Yes"
"6564","No","Yes","Yes",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.9,1107.25,"Yes"
"6565","No","No","No",5,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.05,95.55,"No"
"6568","No","No","No",15,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.7,1566.75,"No"
"6570","No","Yes","Yes",8,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.5,162.15,"No"
"6572","No","No","No",34,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",55,1885.15,"No"
"6576","No","No","No",22,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",59.05,1253.5,"No"
"6578","No","Yes","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",72.95,5265.55,"No"
"6580","No","No","No",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",84.3,5997.1,"No"
"6581","No","Yes","Yes",49,"Yes","No","DSL","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",78,3824.2,"No"
"6584","No","No","No",22,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",19.25,412.55,"No"
"6585","No","Yes","Yes",50,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.55,1070.25,"No"
"6595","No","No","No",14,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",20.05,299.3,"No"
"6600","No","Yes","No",13,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check",94.1,1215.6,"Yes"
"6602","Yes","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",109.7,7898.45,"No"
"6603","No","Yes","Yes",40,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",96.35,3915.4,"No"
"6604","No","Yes","No",14,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",66.6,979.5,"No"
"6607","No","Yes","No",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",105,4026.4,"Yes"
"6610","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.1,20.1,"Yes"
"6611","No","No","No",5,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",80.1,398.55,"No"
"6617","No","No","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.4,4528,"Yes"
"6619","No","No","No",26,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",86.65,2208.75,"No"
"6622","No","Yes","Yes",46,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.4,958.15,"No"
"6623","No","No","No",2,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",62.05,118.3,"Yes"
"6629","No","No","No",7,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",94.05,633.45,"No"
"6631","Yes","No","No",16,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",78.75,1218.25,"No"
"6632","No","Yes","No",25,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",55.55,1405.3,"No"
"6634","No","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.5,74.5,"Yes"
"6642","No","No","No",16,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.15,762.25,"Yes"
"6643","No","No","No",25,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",79,1902,"No"
"6644","Yes","Yes","No",3,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.6,239.05,"No"
"6646","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.1,39.8,"No"
"6647","No","Yes","Yes",51,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.4,997.75,"No"
"6651","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.2,123.65,"No"
"6652","No","No","No",29,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",67.45,1801.1,"No"
"6655","No","Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.5,582.5,"Yes"
"6659","Yes","No","No",27,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.45,2122.05,"Yes"
"6660","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",92.3,6719.9,"No"
"6664","No","No","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",54.65,54.65,"No"
"6666","No","Yes","Yes",43,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",29.3,1224.05,"No"
"6667","Yes","Yes","No",27,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",83.85,2310.2,"No"
"6670","Yes","No","No",35,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.05,3554.6,"No"
"6673","No","No","No",27,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.35,531.6,"No"
"6674","Yes","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",43.95,85.1,"No"
"6675","No","No","No",7,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",23.5,173,"No"
"6679","No","No","Yes",19,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.85,467.5,"No"
"6680","No","Yes","No",60,"No","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",37.7,2288.7,"No"
"6685","No","No","Yes",11,"No","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",36.05,402.6,"No"
"6686","No","Yes","No",45,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",50.25,2221.55,"No"
